Feature ID,Taxon,Phylum,Class,Order,Family,Genus,Species,Confidence
287cb1f2eb395b5c2450a41b79c03e2e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999871651
2db2fb8f5201b215ee22dc54796f3c22,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.758538573
37035b8c6a3b3a57673cd162efdd9826,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999822135
5af1512b5ed9b9ecc693a00abf0cb479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999743041
738eb7bc8042310ba8c2a7264ebc7d22,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999871427
7c1a52bc4a0cfb616def75cb195fdee0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999972317
7caaa2a755599e6c4cee23229efa12a3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.913381628
8324e418af4c6b0334b77f61b4cb1f42,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.997784724
83bf9d36a17c64f802d55337852f33d7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999939797
8c3e9b62dd51e5c41389dd750c687e4f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999952409
8ed7873fa6a8242bc84d7841b7fabfb1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999912547
939690987bd6b041d1422bf9d62f0074,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999923486
944d423c4a7cac57535a3339af2c8140,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999953073
95370df645aab75660f7b2c7e7689e1a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999755949
abfa2e0d1c0e8e606d00774c00b3b7d1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.720669341
b733686da885c068d1867bc0455237da,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999797962
bda9dee15511c963934ce6df38199ff5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.999919676
e916105ed9906635e67f195e2b33e3aa,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus,0.813889134
3786ab89787bab2fc9feae7c055d6892,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gallinarum,0.830122612
02ec64cf74b7bb6c3a558a711294a420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999997195
22ea8ee151595bd939048751410c60de,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999988749
4a1da1b57b959161b0328672b0260167,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999985651
4cb3fb221b72cf0e5e907f504e8f8f32,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.99998618
4f8a9f80c54fe7733ed6adbf71bbc3a7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999997686
57ed18e2d61e6afe3bef7d3d8323de5b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999998195
63fa0683a3b6922fd35455984e5377ed,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999994959
7c17bc72332a1d8c15bf78781993f9d0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999990723
9543e4d6b5563869048acab58f991e5e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999969965
b99cd982283d15e0b58f220541afbd27,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999996539
e42a5855d12d4abc42f747a6e9385023,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999997579
443937c55790a4aa4a54dd2c2185f25a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0.999994398
eb60fac560c7bc09e2dda5325e7be511,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,0.999929281
1a6842362e46daf8cb10a96f79573900,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oraltaxon461,0.837396396
48d7070b783a7637292cda9ff319ae9d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus coleohominis,0.999985287
1485ccdfd822c7f145f97bb743985aed,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999937793
26934dcf9c8a4f3bc00ddbb5bbc26553,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999797384
31ca846f6baabc31c5836580a7ffeb5c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999930897
63f6118aa360b8ad774396ab047e2a90,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.979561038
74aee6613db941dee96f2ce58921e7b5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999919398
9be95b0c2e488419b311b5ca45fcd55c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999918873
a49edfac46c63cf4a58029c731d37daf,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999917942
b6a98c9149d07c5468d26812e0e7a9bd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999087619
c6a73c946326d09eaf6637d1f29ff09d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999876842
c75cc0df91753c760cd3e07a84e6ce82,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.982649877
d369a1ac0bf7603078a46a378abe676b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999868564
ec955931c610b1803ed0c45036cb6c23,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999940243
f1647ba4480a431e0ec2af92cb47d73b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0.999973251
77538e988440dd7c3501a8e4e5365f05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hamsteri,0.783712646
171db9ca0fa58172011eafc6d633b852,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.718196571
38ed1801ae16599c4505337451d68a05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.755909488
689b22d7d4712e436aa2cbce3d4d65c4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.975293312
8fd3bdb397e6cabe0530f1e917747cb9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.769590747
ab5635820e7b55c502b8f688ec4ffca5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.936760079
bbb4d01d55af6a1c36fe29a28cd2924d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0.784980509
8fd13c505548b8f4333b07b377a0f22e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mucosae,0.999970067
b0437bba6773161d3c3394f16aa909db,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mucosae,0.999992429
32cf6f61fc02d77880ecb1f35ae0d5cf,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pontis,0.871568955
4b754b7dd57f3c30ffc3fd34a70e0e85,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.830440163
6ae182465dfe2ce64af404fc1a441d67,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.847131089
71517b45342bc068b0b3c1d529dcf567,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.767995392
74c25f2970a718b7172a05108ad971c4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.825191491
c6ba7e9adcbc50c0ac80c64cefbd4357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.816593822
e769666a3858902a6f42570a2a72319c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.884332311
e8337a688da2dd04a31ca79b3d820ab3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,0.872415984
2d4edb0c94b97162b50e900299d812ad,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0.704842687
621daf16308fa19eb25a4057b5c05436,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0.796640427
bf3670b3332a678ff57eedb66e5994f4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0.86068766
d2da00dcd3f67add18a2c632ca9f6a73,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0.810920711
e3f18a4af180a3f5fa39ff82ee4a6dfd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0.823542523
d932c3c5a14a702b8237676b3fcadc6c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,0.749955365
